"Course Number"	"Course Name"	"Department"	"Instructor"	"Grades"	"Units"	"Section Number"	"Times"	"Locations"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Troian, S"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Scherer, A"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Asimaki, D"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Haile, S"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Atwater, H"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Blanquart, G"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"McKeon, B"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Hoffmann, M"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Kochmann, D"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Minnich, A"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Ames, A"	"PASS-FAIL"	"+"	"32"	"A"	"A"
"ME 300"	"Research in Mechanical Engineering"	"ME"	"Pellegrino, S"	"PASS-FAIL"	"+"	"33"	"A"	"A"
"ME/CS 133A"	"Robotics"	"ME"	"Burdick, J"	""	"3-0-6"	"01"	"MWF 15:00 - 15:55"	"135 GTL"
"MedE 099"	"Undergraduate Research in Medical Engineering"	"MedE"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"MedE 100A"	"Medical Engineering Seminar"	"MedE"	"Tai, Y"	"PASS-FAIL"	"1-0-0"	"01"	"R 16:00 - 16:55"	"105 ANB"
"MedE 101"	"Introduction to Clinical Physiology and Pathophysiology for Engineers"	"MedE"	"Petrasek, D"	"PASS-FAIL"	"3-0-6"	"01"	"TR 14:30 - 15:55"	"100 - Rock Auditorium BRD"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Burdick, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Choo, H"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Emami, A"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Faraon, A"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Gharib, M"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Greer, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Hajimiri, S"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Scherer, A"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Tai, Y"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Yang, C"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Chandy, K"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Pickar, K"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Colonius, T"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Grubbs, R"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Ismagilov, R"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Shapiro, M"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Wang, L"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Gradinaru, V"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"MedE 291"	"Research in Medical Engineering"	"MedE"	"Daraio, C"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"Mu 051"	"Understanding Music"	"Mu"	"Neenan, T"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"B133 BAX"
"Mu 137"	"History I: Music History to 1750"	"Mu"	"Neenan, T"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"B133 BAX"
"PVA030A"	"Guitar"	"PVA"	"Elgart, M"	"PASS-FAIL"	"0-3-0"	"01"	"T 16:30 - 17:25"	"Library AVE"
"PVA030A"	"Guitar"	"PVA"	"Elgart, M"	"PASS-FAIL"	"0-3-0"	"02"	"T 15:30 - 16:25"	"Library AVE"
"PVA030A"	"Guitar"	"PVA"	"Elgart, M"	"PASS-FAIL"	"0-3-0"	"03"	"T 17:30 - 18:25"	"Library AVE"
"PVA031A"	"Chamber Music"	"PVA"	"Jasper White, M"	"PASS-FAIL"	"0-3-0"	"01"	"OM,A"	"A"
"PVA031A"	"Chamber Music"	"PVA"	"Ward, R"	"PASS-FAIL"	"0-3-0"	"02"	"OM,A"	"A"
"PVA031A"	"Chamber Music"	"PVA"	"Elgart, M"	"PASS-FAIL"	"0-3-0"	"03"	"OM,A"	"A"
"PVA032A"	"Symphony Orchestra"	"PVA"	"Gross, A"	"PASS-FAIL"	"0-3-0"	"01"	"T 19:30 - 22:15"	"Ramo Auditorium BAX"
"PVA033A"	"Wind Orchestra"	"PVA"	"Price, G"	"PASS-FAIL"	"0-3-0"	"01"	"R 19:15 - 21:25"	"Ramo Auditorium BAX"
"PVA034A"	"Jazz Band/Jazz Improvisation"	"PVA"	"Catlin, B"	"PASS-FAIL"	"0-3-0"	"01"	"M 21:15 - 22:45"	"Ramo Auditorium BAX"
"PVA034A"	"Jazz Band/Jazz Improvisation"	"PVA"	"Catlin, B"	"PASS-FAIL"	"0-3-0"	"01"	"M 19:15 - 21:00"	"Ramo Auditorium BAX"
"PVA035A"	"Glee Club"	"PVA"	"Sulahian, N"	"PASS-FAIL"	"0-3-0"	"01"	"M 19:30 - 21:25"	"Basement BCK"
"PVA035A"	"Glee Club"	"PVA"	"Sulahian, N"	"PASS-FAIL"	"0-3-0"	"01"	"W 17:00 - 17:55"	"Basement BCK"
"PVA037A"	"Chamber Singers"	"PVA"	"Sulahian, N"	"PASS-FAIL"	"0-3-0"	"01"	"W 18:00 - 18:55"	"Basement BCK"
"PVA040A"	"Theater Arts"	"PVA"	"Brophy, B"	"PASS-FAIL"	"2-0-1"	"01"	"W 19:00 - 20:25"	"Ramo Auditorium BAX"
"PVA040A"	"Theater Arts"	"PVA"	"Brophy, B"	"PASS-FAIL"	"2-0-1"	"02"	"W 20:30 - 21:55"	"Ramo Auditorium BAX"
"PVA061A"	"Silkscreen and Silk Painting"	"PVA"	"Barry, J"	"PASS-FAIL"	"0-3-0"	"01"	"M 19:00 - 21:55"	"Garage TCT"
"PVA062A"	"Drawing and Painting"	"PVA"	"Barry, J"	"PASS-FAIL"	"0-3-0"	"01"	"T 19:00 - 21:55"	"Garage TCT"
"PVA063A"	"Ceramics"	"PVA"	"Freed, S"	"PASS-FAIL"	"0-3-0"	"01"	"W 19:00 - 21:55"	"Ceramic Room POLY"
"Pl 090A"	"Senior Thesis"	"Pl"	"Quartz, S"	"LETTER"	"1-0-8"	"01"	"A"	"A"
"Pl 098"	"Reading in Philosophy"	"Pl"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"PE 001"	"Student Designed Fitness"	"PE"	"Morgan, H"	"PASS-FAIL"	"3-0-0"	"01"	"TR 13:00 - 13:55"	" BRW"
"PE 003"	"Hiking"	"PE"	"Murray, P / Raphelson, B"	"PASS-FAIL"	"3-0-0"	"01"	"F 11:00 - 14:55"	" BRW"
"PE 006"	"Core Training, Beginning/Intermediate"	"PE"	"Hughes, R"	"PASS-FAIL"	"3-0-0"	"01"	"TR 10:30 - 11:55"	"MPR BAC"
"PE 008"	"Fitness Training, Beginning"	"PE"	"Morgan, H"	"PASS-FAIL"	"3-0-0"	"01"	"MWF 13:00 - 13:55"	" BAC"
"PE 009"	"Soccer"	"PE"	"Houck, T"	"PASS-FAIL"	"3-0-0"	"01"	"TR 10:30 - 11:55"	" BAC"
"PE 010"	"Aerobic Dance"	"PE"	"Waterman, D"	"PASS-FAIL"	"3-0-0"	"01"	"TR 14:45 - 15:55"	"MPR BAC"
"PE 014"	"Basketball Skills, Beginning and Beginning/Intermediate"	"PE"	"Eslinger, O"	"PASS-FAIL"	"3-0-0"	"01"	"TR 10:30 - 11:55"	" BAC"
"PE 024"	"Yoga, Beginning"	"PE"	"Flynn, K / Alvarado-Orozco, J"	"PASS-FAIL"	"3-0-0"	"01"	"TR 20:00 - 21:25"	"MPR BAC"
"PE 036"	"Swimming, Beginning/Intermediate and Advanced"	"PE"	"Hughes, P"	"PASS-FAIL"	"3-0-0"	"01"	"TR 10:30 - 11:55"	"POOL BAC"
"PE 038"	"Water Polo"	"PE"	"Bonafede, J"	"PASS-FAIL"	"3-0-0"	"01"	"TR 14:30 - 15:55"	"POOL BAC"
"PE 044"	"Karate (Shotokan), Beginning and Intermediate/Advanced"	"PE"	"Teramoto, K"	"PASS-FAIL"	"3-0-0"	"01"	"TR 16:00 - 17:25"	"MPR BAC"
"PE 054"	"Racquetball, Beginning and Intermediate/Advanced"	"PE"	"Mark, M"	"PASS-FAIL"	"3-0-0"	"01"	"MWF 11:00 - 11:55"	" BAC"
"PE 060"	"Tennis, Beginning, Intermediate, and Advanced"	"PE"	"Gamble, M"	"PASS-FAIL"	"3-0-0"	"01"	"TR 10:30 - 11:55"	"TCT BAC"
"PE 070"	"Weight Training, Beginning/Intermediate"	"PE"	"Gardner, T"	"PASS-FAIL"	"3-0-0"	"01"	"TR 13:00 - 14:25"	" BAC"
"PE 070"	"Weight Training, Beginning/Intermediate"	"PE"	"Reyes, B"	"PASS-FAIL"	"3-0-0"	"02"	"MWF 10:00 - 10:55"	" BAC"
"PE 081"	"Bouldering"	"PE"	"Staff"	"PASS-FAIL"	"3-0-0"	"01"	"W 10:00 - 12:55"	" BRW"
"PE 082"	"Rock Climbing, Beginning and Intermediate"	"PE"	"Staff"	"PASS-FAIL"	"3-0-0"	"01"	"W 13:00 - 15:55"	" BRW"
"PE 087A"	"Intercollegiate Swimming and Diving Teams"	"PE"	"Hughes, P"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	"POOL BAC"
"PE 089A"	"Intercollegiate Fencing Teams"	"PE"	"Corbit, C"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	" BRW"
"PE 090A"	"Intercollegiate Water Polo Teams"	"PE"	"Bonafede, J"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	"POOL BAC"
"PE 091A"	"Intercollegiate Basketball Teams"	"PE"	"Eslinger, O / Reyes, B"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	" BAC"
"PE 092"	"Intercollegiate Soccer Teams"	"PE"	"Murray, P / Houck, T"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	"NOF BAC"
"PE 097"	"Intercollegiate Cross-Country Teams"	"PE"	"Raphelson, B"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	"TRK BAC"
"PE 099"	"Intercollegiate Volleyball Team"	"PE"	"Gardner, T"	"PASS-FAIL"	"3-0-0"	"01"	"MTWRFS 16:00 - 17:55"	" BAC"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"01"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"01"	"MR 13:00 - 13:55"	"B111 DWN"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"02"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"02"	"MR 15:00 - 15:55"	"B111 DWN"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"03"	"MR 13:00 - 13:55"	"103 DWN"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"03"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"04"	"MR 15:00 - 15:55"	"269 LAU"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"04"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"05"	"MR 13:00 - 13:55"	"155 ARM"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"05"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"06"	"MR 15:00 - 15:55"	"102 STL"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"06"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"07"	"MR 13:00 - 13:55"	"102 STL"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"07"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"08"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"08"	"MR 15:00 - 15:55"	"B122 GCL"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"09"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"09"	"MR 13:00 - 13:55"	"106 ANB"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"10"	"MR 15:00 - 15:55"	"119 DWN"
"Ph 001A"	"Classical Mechanics and Electromagnetism"	"Ph"	"Zmuidzinas, J"	"PASS-FAIL"	"4-0-5"	"10"	"WF 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"01"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"01"	"WF 09:00 - 09:55"	"B127 GCL"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"01"	"T 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"02"	"T 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"02"	"WF 09:00 - 09:55"	"107 DWN"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"02"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"03"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"03"	"WF 11:00 - 11:55"	"B111 DWN"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"03"	"T 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"04"	"WF 11:00 - 11:55"	"B122 GCL"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"04"	"T 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"04"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"05"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"05"	"T 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"05"	"WF 13:00 - 13:55"	"B111 DWN"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"06"	"WF 13:00 - 13:55"	"103 DWN"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"06"	"T 11:00 - 11:55"	"201 BRG"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"06"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"07"	"R 11:00 - 11:55"	"269 LAU"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"07"	"WF 15:00 - 15:55"	"B111 DWN"
"Ph 002A"	"Waves, Quantum Mechanics, and Statistical Physics"	"Ph"	"Adhikari, R"	"LETTER"	"4-0-5"	"07"	"T 11:00 - 11:55"	"201 BRG"
"Ph 003"	"Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-3-3"	"01"	"OM,M 14:00 - 14:55"	"201 BRG"
"Ph 003"	"Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-3-3"	"01"	"W 13:00 - 15:55"	"308 BRG"
"Ph 003"	"Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-3-3"	"02"	"OM,M 14:00 - 14:55"	"201 BRG"
"Ph 003"	"Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-3-3"	"02"	"R 13:00 - 15:55"	"308 BRG"
"Ph 003"	"Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-3-3"	"03"	"F 13:00 - 15:55"	"308 BRG"
"Ph 003"	"Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-3-3"	"03"	"OM,M 14:00 - 14:55"	"201 BRG"
"Ph 005"	"Analog Electronics for Physicists"	"Ph"	"Rice, F / Libbrecht, K"	""	"0-5-4"	"01"	"OM,T 15:00 - 15:55"	"201 BRG"
"Ph 010"	"Frontiers in Physics"	"Ph"	"Spiropulu, M"	"PASS-FAIL"	"2-0-1"	"01"	"W 12:00 - 13:55"	"114 EBRG"
"Ph 012A"	"Waves, Quantum Physics, and Statistical Mechanics"	"Ph"	"Chen, X"	""	"4-0-5"	"01"	"T 10:30 - 11:55"	"269 LAU"
"Ph 012A"	"Waves, Quantum Physics, and Statistical Mechanics"	"Ph"	"Chen, X"	""	"4-0-5"	"01"	"R 10:30 - 11:55"	"201 BRG"
"Ph 020"	"Computational Physics Laboratory I"	"Ph"	"Prince, T / Mach, C"	"PASS-FAIL"	"0-6-0"	"01"	"OM,M 15:00 - 15:55"	"304 BRG"
"Ph 050A"	"Caltech Physics League"	"Ph"	"Refael, G / Patterson, R"	""	"1-0-3"	"01"	"OM,M 14:00 - 14:55"	"114 EBRG"
"Ph 070"	"Oral and Written Communication"	"Ph"	"Hitlin, D"	"LETTER"	"2-0-4"	"01"	"T 14:00 - 15:55"	"469 LAU"
"Ph 077A"	"Advanced Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-5-4"	"01"	"OM,M 15:00 - 15:55"	"210 BRG"
"Ph 077B"	"Advanced Physics Laboratory"	"Ph"	"Black, E / Libbrecht, K"	""	"0-5-4"	"01"	"OM,M 15:00 - 15:55"	"210 BRG"
"Ph 078A"	"Senior Thesis, Experimental"	"Ph"	"Stone, E"	"PASS-FAIL"	"9-0-0"	"01"	"A"	"A"
"Ph 079A"	"Senior Thesis, Theoretical"	"Ph"	"Stone, E"	"PASS-FAIL"	"9-0-0"	"01"	"A"	"A"
"Ph 103"	"Atomic and Molecular Physics"	"Ph"	"Hutzler, N"	""	"3-0-6"	"01"	"MWF 09:00 - 09:55"	"103 DWN"
"Ph 105"	"Analog Electronics for Physicists"	"Ph"	"Rice, F / Libbrecht, K"	""	"3-0-6"	"01"	"OM,T 15:00 - 15:55"	"201 BRG"
"Ph 106A"	"Topics in Classical Physics"	"Ph"	"Weinstein, A"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"107 DWN"
"Ph 121A"	"Computational Physics Lab"	"Ph"	"Refael, G"	"PASS-FAIL"	"1-3-0"	"01"	"OM,T 10:30 - 11:25"	"304 BRG"
"Ph 121A"	"Computational Physics Lab"	"Ph"	"Refael, G"	"PASS-FAIL"	"1-3-0"	"01"	"T 10:30 - 11:25"	"304 BRG"
"Ph 121A"	"Computational Physics Lab"	"Ph"	"Refael, G"	"PASS-FAIL"	"1-3-0"	"02"	"R 10:30 - 11:25"	"304 BRG"
"Ph 121A"	"Computational Physics Lab"	"Ph"	"Refael, G"	"PASS-FAIL"	"1-3-0"	"02"	"OM,T 10:30 - 11:25"	"304 BRG"
"Ph 125A"	"Quantum Mechanics"	"Ph"	"Wise, M"	""	"3-0-6"	"01"	"MWF 10:00 - 10:55"	"107 DWN"
"Ph 127A"	"Statistical Physics"	"Ph"	"Motrunich, O"	""	"3-0-6"	"01"	"MW 13:00 - 14:25"	"107 DWN"
"Ph 129A"	"Mathematical Methods of Physics"	"Ph"	"Porter, F"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"107 DWN"
"Ph 135A"	"Applications of Quantum Mechanics"	"Ph"	"Yeh, N"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"119 DWN"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Preskill, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Refael, G"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Cross, M"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Carroll, S"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Schwarz, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Phillips, R"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Motrunich, O"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Kapustin, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Simon, B"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Chen, Y"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Porter, F"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Cheung, C"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Chen, X"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Guadalupe Dos Santos Lins Brandao, F"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Hutzler, N"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Wilson, R"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Libbrecht, K"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Troian, S"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Phinney, E"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Gukov, S"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Oguri, H"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Wise, M"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Golwala, S"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Weinstein, A"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Makarov, N"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Prince, T"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Hitlin, D"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Alicea, J"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Scheel, M"	"PASS-FAIL"	"+"	"32"	"A"	"A"
"Ph 171"	"Reading and Independent Study"	"Ph"	"Kitaev, A"	"PASS-FAIL"	"+"	"33"	"A"	"A"
